,University,Program,Criminal Record,Scholarship,Income
30002,4,2,1,1,mid
30003,4,0,0,3,high
30004,2,4,1,0,mid
30005,3,1,0,1,low
30006,5,3,0,2,mid
30007,4,1,1,2,low
30008,2,4,1,1,mid
30009,5,0,0,2,high
30010,0,4,1,1,mid
30011,5,3,0,0,mid
30012,3,3,0,0,mid
30013,4,2,0,1,mid
30014,2,2,1,3,mid
30015,5,0,0,3,high
30016,5,3,0,2,mid
30017,5,0,1,2,high
30018,1,4,1,3,mid
30019,2,2,1,1,mid
30020,2,0,0,2,high
30021,5,4,1,3,mid
30022,4,3,1,0,mid
30023,0,2,0,0,mid
30024,5,0,1,1,high
30025,0,4,0,3,mid
30026,4,4,0,2,mid
30027,0,2,1,2,mid
30028,1,0,1,1,high
30029,0,2,0,3,mid
30030,2,1,0,1,mid
30031,0,4,1,3,mid
30032,5,3,1,1,mid
30033,4,2,0,1,mid
30034,4,3,1,0,mid
30035,1,0,1,2,high
30036,3,0,1,0,high
30037,0,3,1,1,mid
30038,0,1,1,2,mid
30039,0,4,0,2,mid
30040,2,2,0,3,mid
30041,2,2,1,0,mid
30042,5,1,0,3,mid
30043,5,0,0,1,high
30044,2,0,1,2,high
30045,5,1,1,1,mid
30046,1,2,0,2,mid
30047,4,3,1,2,mid
30048,2,4,1,1,mid
30049,3,0,1,1,high
30050,5,3,1,0,mid
30051,3,3,1,0,mid
30052,1,2,1,3,mid
30053,1,0,0,0,high
30054,1,0,1,1,high
30055,1,3,0,3,mid
30056,1,4,1,3,mid
30057,2,0,1,3,high
30058,2,3,0,3,mid
30059,3,2,1,0,mid
30060,0,2,1,2,mid
30061,2,1,0,3,mid
30062,3,2,1,2,mid
30063,2,2,1,3,mid
30064,5,1,1,1,mid
30065,4,0,0,0,high
30066,1,1,1,2,mid
30067,0,1,1,2,mid
30068,4,1,1,0,mid
30069,4,4,1,2,mid
30070,2,0,1,3,high
30071,5,2,1,2,mid
30072,5,4,0,1,mid
30073,1,2,0,3,mid
30074,1,3,0,1,mid
30075,1,4,1,2,mid
30076,1,0,1,1,high
30077,2,1,0,0,low
30078,1,0,0,1,high
30079,5,3,1,3,mid
30080,2,4,1,2,mid
30081,4,0,1,2,high
30082,0,0,0,1,high
30083,3,0,1,1,high
30084,2,0,0,2,high
30085,1,2,1,2,mid
30086,3,2,0,0,mid
30087,3,1,0,3,low
30088,0,2,1,0,mid
30089,2,2,1,3,mid
30090,4,0,1,2,high
30091,5,1,0,0,mid
30092,0,3,1,1,mid
30093,0,4,1,0,mid
30094,4,1,1,0,low
30095,2,1,1,0,mid
30096,4,3,0,2,mid
30097,4,3,0,1,mid
30098,3,4,0,3,mid
30099,3,1,1,3,mid
30100,0,1,1,1,mid
30101,1,1,1,0,mid
30102,2,4,0,0,mid
30103,4,3,1,3,mid
30104,2,4,0,3,mid
30105,0,1,1,2,low
30106,0,3,1,2,mid
30107,0,1,0,3,low
30108,1,0,0,3,high
30109,2,0,0,3,high
30110,0,2,1,0,mid
30111,2,2,0,2,mid
30112,0,3,0,2,mid
30113,1,3,1,1,mid
30114,1,2,0,2,mid
30115,1,3,1,0,mid
30116,4,1,0,0,low
30117,5,0,0,0,high
30118,0,3,0,2,mid
30119,0,0,0,0,high
30120,1,2,1,3,mid
30121,5,0,0,0,high
30122,5,2,1,1,mid
30123,3,4,0,0,mid
30124,3,3,1,3,mid
30125,1,1,0,0,low
30126,5,1,1,3,low
30127,2,2,1,3,mid
30128,1,0,1,1,high
30129,3,2,1,0,mid
30130,3,1,0,3,low
30131,1,2,1,0,mid
30132,1,0,1,3,high
30133,3,1,1,0,mid
30134,3,3,1,3,mid
30135,3,4,1,2,mid
30136,4,3,0,1,mid
30137,1,1,0,1,mid
30138,5,2,0,2,mid
30139,0,3,1,3,mid
30140,4,4,0,3,mid
30141,1,3,1,3,mid
30142,1,2,1,3,mid
30143,4,0,0,0,high
30144,5,1,0,2,low
30145,2,3,0,3,mid
30146,0,2,1,0,mid
30147,2,0,0,0,high
30148,1,4,0,1,mid
30149,5,4,0,2,mid
30150,1,4,1,1,mid
30151,0,3,1,0,mid
30152,3,4,0,1,mid
30153,3,3,0,0,mid
30154,0,1,1,0,low
30155,1,1,1,0,low
30156,2,3,0,2,mid
30157,1,1,1,2,mid
30158,0,1,1,3,mid
30159,3,4,0,2,mid
30160,5,3,1,2,mid
30161,0,3,0,1,mid
30162,5,1,1,3,low
30163,1,2,1,1,mid
30164,4,4,0,1,mid
30165,0,2,0,2,mid
30166,1,2,0,2,mid
30167,3,3,0,3,mid
30168,4,0,0,1,high
30169,2,0,0,0,high
30170,3,3,0,3,mid
30171,3,4,0,2,mid
30172,1,0,0,2,high
30173,2,4,0,1,mid
30174,3,0,0,2,high
30175,0,4,1,1,mid
30176,4,1,1,3,low
30177,1,4,1,3,mid
30178,3,4,0,3,mid
30179,5,3,0,1,mid
30180,2,2,1,2,mid
30181,4,1,0,1,mid
30182,5,0,1,2,high
30183,0,1,0,2,low
30184,3,4,0,0,mid
30185,0,0,0,2,high
30186,5,2,0,0,mid
30187,5,4,1,0,mid
30188,0,1,1,1,low
30189,3,3,0,0,mid
30190,0,2,0,1,mid
30191,1,4,0,1,mid
30192,3,3,1,2,mid
30193,5,0,1,3,high
30194,5,2,0,1,mid
30195,3,1,0,0,mid
30196,5,2,0,1,mid
30197,4,4,0,1,mid
30198,0,4,0,3,mid
30199,4,1,0,2,low
30200,5,4,1,1,mid
30201,0,0,0,0,high
30202,1,0,1,2,high
30203,3,0,0,1,high
30204,4,1,1,0,mid
30205,2,4,0,2,mid
30206,1,1,0,2,low
30207,3,0,1,0,high
30208,3,3,1,1,mid
30209,3,4,1,1,mid
30210,4,1,0,3,low
30211,2,1,0,0,low
30212,3,0,1,2,high
30213,2,3,0,0,mid
30214,1,2,0,3,mid
30215,0,4,0,3,mid
30216,2,4,1,2,mid
30217,1,3,1,1,mid
30218,2,0,1,2,high
30219,0,2,1,0,mid
30220,2,2,1,1,mid
30221,4,0,1,1,high
30222,4,4,0,3,mid
30223,4,3,1,1,mid
30224,4,3,1,0,mid
30225,0,2,1,3,mid
30226,2,3,0,3,mid
30227,4,3,0,3,mid
30228,4,3,0,3,mid
30229,0,2,1,2,mid
30230,5,1,1,0,mid
30231,2,4,1,0,low
30232,0,2,1,1,mid
30233,4,4,0,1,mid
30234,4,1,0,0,low
30235,5,3,1,1,mid
30236,0,0,1,1,high
30237,0,0,1,3,high
30238,1,0,1,2,high
30239,0,1,0,3,mid
30240,5,3,0,1,mid
30241,3,2,0,1,mid
30242,5,2,0,2,mid
30243,4,3,1,2,mid
30244,0,1,1,2,mid
30245,3,1,1,2,mid
30246,4,1,1,3,low
30247,0,4,1,1,mid
30248,5,3,1,3,mid
30249,0,0,1,0,high
30250,4,0,0,1,high
30251,0,3,1,3,mid
30252,5,4,0,3,mid
30253,4,4,0,2,mid
30254,4,4,0,1,mid
30255,2,1,1,0,low
30256,3,0,1,0,high
30257,0,4,0,2,mid
30258,3,2,0,3,mid
30259,0,3,1,3,mid
30260,0,3,0,3,mid
30261,4,0,1,1,high
30262,2,4,0,1,mid
30263,4,4,0,1,mid
30264,5,4,1,0,mid
30265,1,0,0,0,high
30266,2,2,1,3,mid
30267,0,2,0,2,mid
30268,5,1,0,0,low
30269,5,4,0,0,mid
30270,1,4,1,3,mid
30271,5,1,0,1,low
30272,5,1,0,2,mid
30273,4,3,1,2,mid
30274,5,2,1,2,mid
30275,0,0,1,3,high
30276,2,2,0,0,mid
30277,0,4,0,2,mid
30278,3,0,0,3,high
30279,5,3,0,0,mid
30280,3,2,0,2,mid
30281,2,0,0,1,high
30282,0,2,1,3,mid
30283,4,0,0,2,high
30284,5,3,1,1,mid
30285,2,4,1,1,mid
30286,0,3,0,0,mid
30287,3,0,0,2,high
30288,3,1,0,3,low
30289,3,0,0,3,high
30290,2,4,0,2,mid
30291,4,0,1,3,high
30292,5,2,0,2,mid
30293,3,1,0,1,low
30294,3,3,0,1,mid
30295,2,1,1,3,low
30296,1,2,1,1,mid
30297,4,2,1,2,mid
30298,4,0,0,3,high
30299,1,0,1,0,high
30300,2,4,1,0,mid
30301,1,4,1,2,mid
30302,2,0,0,3,high
30303,3,4,0,2,mid
30304,5,0,1,2,high
30305,2,1,1,0,mid
30306,2,3,0,1,mid
30307,5,4,0,1,mid
30308,0,0,0,2,high
30309,1,4,1,1,mid
30310,4,2,1,0,mid
30311,2,0,1,0,high
30312,0,4,0,0,mid
30313,0,0,0,3,high
30314,0,1,0,0,low
30315,1,3,1,2,mid
30316,0,3,1,2,mid
30317,4,2,0,1,mid
30318,3,2,1,1,mid
30319,0,0,0,0,high
30320,0,2,0,0,mid
30321,3,4,1,3,mid
30322,0,0,0,3,high
30323,1,4,1,1,mid
30324,0,0,0,0,high
30325,2,4,0,1,mid
30326,1,0,0,0,high
30327,5,1,1,0,low
30328,0,0,0,2,high
30329,5,1,0,0,mid
30330,3,4,0,3,mid
30331,0,4,1,2,mid
30332,3,3,1,1,mid
30333,5,0,1,2,high
30334,3,4,0,0,mid
30335,5,4,0,2,mid
30336,3,2,1,0,mid
30337,0,0,0,1,high
30338,5,3,1,0,mid
30339,1,0,1,0,high
30340,2,0,0,0,high
30341,3,1,1,2,low
30342,5,1,1,2,low
30343,4,3,0,3,mid
30344,1,0,1,2,high
30345,3,1,1,3,low
30346,1,4,0,1,mid
30347,5,2,0,0,mid
30348,2,4,0,1,mid
30349,1,4,0,1,mid
30350,4,0,0,3,high
30351,3,3,1,2,mid
30352,3,1,1,3,low
30353,5,2,0,3,mid
30354,3,0,0,1,high
30355,1,1,0,3,low
30356,4,0,0,3,high
30357,4,4,0,2,mid
30358,2,2,0,1,mid
30359,5,3,0,3,mid
30360,4,4,0,2,mid
30361,4,2,0,1,mid
30362,4,2,0,0,mid
30363,2,0,1,0,mid
30364,2,1,1,3,mid
30365,5,0,1,0,high
30366,3,4,0,0,mid
30367,4,1,0,1,low
30368,4,3,0,3,mid
30369,4,4,0,2,mid
30370,4,0,0,3,high
30371,4,0,0,1,high
30372,3,2,0,3,mid
30373,2,2,0,3,mid
30374,0,3,0,1,mid
30375,0,4,1,1,mid
30376,5,0,1,1,high
30377,0,1,0,0,low
30378,1,2,0,3,mid
30379,5,3,1,3,mid
30380,2,1,1,2,mid
30381,4,3,1,2,mid
30382,5,2,1,1,mid
30383,3,4,0,3,mid
30384,0,3,1,2,mid
30385,2,3,0,2,mid
30386,5,4,1,2,mid
30387,0,0,1,2,high
30388,1,3,0,3,mid
30389,3,0,1,0,high
30390,4,4,0,2,mid
30391,3,3,1,3,mid
30392,0,1,1,1,mid
30393,4,0,0,0,high
30394,4,4,1,3,mid
30395,1,1,1,0,mid
30396,1,0,0,2,high
30397,1,2,1,3,mid
30398,2,1,0,1,mid
30399,1,0,0,0,high
30400,5,2,0,1,mid
30401,3,2,1,2,mid
30402,1,2,0,0,mid
30403,2,0,0,1,high
30404,1,3,1,0,mid
30405,1,2,0,0,mid
30406,5,2,1,2,mid
30407,4,1,0,3,mid
30408,3,4,0,1,mid
30409,4,4,1,2,mid
30410,3,3,1,2,mid
30411,5,2,0,3,mid
30412,0,3,0,2,mid
30413,2,1,0,2,mid
30414,5,2,1,2,mid
30415,4,2,0,1,mid
30416,2,1,0,0,mid
30417,5,3,0,2,mid
30418,5,4,0,0,mid
30419,3,2,1,1,mid
30420,1,1,1,3,mid
30421,0,0,1,0,high
30422,5,3,1,3,mid
30423,5,1,1,0,mid
30424,2,4,0,3,mid
30425,5,2,1,0,mid
30426,4,4,0,0,mid
30427,2,1,1,0,mid
30428,4,2,0,0,mid
30429,0,1,0,0,mid
30430,0,0,1,0,high
30431,4,0,0,3,high
30432,2,0,1,2,high
30433,1,2,0,0,mid
30434,1,2,1,1,mid
30435,1,2,1,0,mid
30436,1,2,0,2,mid
30437,0,2,0,1,mid
30438,3,4,1,1,mid
30439,2,4,0,1,mid
30440,0,0,0,2,high
30441,3,2,0,0,mid
30442,1,4,0,3,mid
30443,1,4,1,3,mid
30444,5,0,1,2,high
30445,0,4,0,2,mid
30446,2,1,1,0,low
30447,1,2,0,3,mid
30448,0,1,1,0,low
30449,3,0,1,0,high
30450,4,3,1,0,mid
30451,1,2,1,0,mid
30452,1,0,0,0,high
30453,0,3,1,3,mid
30454,0,4,1,0,mid
30455,2,0,0,0,high
30456,3,1,1,0,mid
30457,0,1,0,1,mid
30458,0,4,0,1,mid
30459,2,2,0,0,mid
30460,3,4,0,2,mid
30461,1,4,0,2,mid
30462,1,4,0,0,mid
30463,3,1,0,1,mid
30464,5,1,1,1,mid
30465,4,0,1,0,high
30466,3,0,1,0,high
30467,0,4,0,3,mid
30468,0,1,1,0,mid
30469,2,2,0,1,mid
30470,1,1,1,2,low
30471,2,3,0,2,mid
30472,0,0,1,3,high
30473,1,2,0,2,mid
30474,2,0,1,0,high
30475,0,4,0,1,mid
30476,0,4,1,0,mid
30477,2,1,0,0,low
30478,1,3,0,2,mid
30479,1,3,1,2,mid
30480,0,3,0,2,mid
30481,5,2,1,0,mid
30482,5,1,1,3,low
30483,3,2,1,2,mid
30484,2,0,0,2,high
30485,4,2,0,3,mid
30486,0,1,0,1,mid
30487,5,0,1,3,high
30488,0,3,0,3,mid
30489,1,4,1,2,mid
30490,0,2,1,1,mid
30491,5,4,0,2,mid
30492,5,1,1,3,low
30493,2,3,1,3,mid
30494,5,2,0,2,mid
30495,0,3,0,3,mid
30496,3,3,0,0,mid
30497,0,2,1,3,mid
30498,4,0,1,1,high
30499,3,4,1,2,mid
30500,2,1,0,2,low
30501,2,4,1,3,mid
30502,0,0,1,2,high
30503,3,1,0,0,low
30504,0,1,1,1,mid
30505,1,2,0,0,mid
30506,2,4,1,3,mid
30507,5,4,0,1,mid
30508,5,0,0,0,high
30509,4,0,1,0,high
30510,0,1,0,2,mid
30511,4,0,0,3,high
30512,2,0,0,3,high
30513,0,3,1,2,mid
30514,1,2,0,2,mid
30515,5,2,1,2,mid
30516,0,1,1,1,low
30517,1,0,0,2,high
30518,2,1,1,1,low
30519,5,1,1,0,mid
30520,2,2,0,0,mid
30521,2,1,0,3,mid
30522,1,2,1,2,mid
30523,0,3,0,0,mid
30524,5,1,0,1,mid
30525,3,1,0,3,low
30526,3,1,0,1,mid
30527,0,1,1,3,low
30528,2,3,0,3,mid
30529,1,4,0,0,mid
30530,1,3,1,0,mid
30531,3,4,0,0,mid
30532,3,3,0,1,mid
30533,3,2,0,3,mid
30534,5,1,1,3,low
30535,4,3,1,3,mid
30536,2,4,0,2,mid
30537,2,4,1,0,mid
30538,5,1,1,2,low
30539,3,4,0,1,mid
30540,3,4,1,3,mid
30541,5,4,0,0,mid
30542,3,3,0,2,mid
30543,4,3,0,1,mid
30544,1,2,0,1,mid
30545,1,3,0,1,mid
30546,0,3,1,1,mid
30547,3,0,0,3,high
30548,0,3,1,1,mid
30549,1,1,1,1,low
30550,2,2,0,0,mid
30551,2,4,1,0,mid
30552,2,3,1,3,mid
30553,1,1,1,0,low
30554,1,1,1,0,low
30555,4,2,0,2,mid
30556,2,2,0,0,mid
30557,0,3,1,2,mid
30558,3,0,1,1,high
30559,1,4,0,3,mid
30560,1,0,0,0,high
30561,4,0,1,0,high
30562,4,4,1,1,mid
30563,4,1,1,0,mid
30564,3,2,0,1,mid
30565,5,1,0,3,mid
30566,5,1,1,3,mid
30567,3,4,1,1,mid
30568,1,0,0,0,high
30569,4,1,0,0,mid
30570,0,0,0,3,high
30571,3,3,1,3,mid
30572,0,3,1,0,mid
30573,2,2,0,0,mid
30574,4,2,1,3,mid
30575,4,3,0,3,mid
30576,4,0,1,0,high
30577,0,3,0,3,mid
30578,0,1,0,1,mid
30579,1,2,1,1,mid
30580,0,1,1,3,low
30581,5,4,1,1,mid
30582,1,2,0,0,mid
30583,1,2,0,2,mid
30584,4,4,0,3,mid
30585,5,2,1,1,mid
30586,5,0,1,0,high
30587,0,1,0,0,low
30588,2,3,0,2,mid
30589,3,1,1,0,mid
30590,0,2,0,1,mid
30591,2,2,1,2,mid
30592,4,4,1,0,mid
30593,0,0,1,2,high
30594,3,1,0,1,mid
30595,0,4,0,1,mid
30596,4,3,0,1,mid
30597,5,2,0,2,mid
30598,1,3,0,3,mid
30599,3,0,1,3,high
30600,3,4,0,2,mid
30601,5,4,1,0,mid
30602,5,0,0,2,high
30603,1,3,1,2,mid
30604,2,1,0,3,low
30605,2,3,1,2,mid
30606,1,2,0,0,mid
30607,0,0,1,1,high
30608,2,1,0,1,low
30609,2,2,0,1,mid
30610,0,3,0,0,mid
30611,2,1,0,1,low
30612,3,0,0,0,high
30613,4,1,0,2,low
30614,5,4,0,1,mid
30615,5,2,1,0,high
30616,2,1,0,1,low
30617,0,2,1,3,mid
30618,5,1,0,3,low
30619,4,4,1,1,mid
30620,4,2,0,2,mid
30621,4,0,0,2,high
30622,5,4,1,1,mid
30623,5,3,1,0,mid
30624,0,4,1,1,mid
30625,4,4,0,3,mid
30626,3,2,0,0,mid
30627,5,0,0,2,high
30628,3,4,0,2,mid
30629,1,1,1,1,mid
30630,5,4,0,0,mid
30631,2,3,0,2,mid
30632,3,1,1,3,low
30633,3,0,1,2,high
30634,2,0,0,2,high
30635,1,0,1,0,high
30636,2,0,1,2,high
30637,3,3,0,1,mid
30638,3,4,0,0,mid
30639,4,0,0,3,high
30640,5,1,0,1,low
30641,5,4,0,3,mid
30642,3,0,1,3,high
30643,5,0,0,1,high
30644,1,4,0,2,mid
30645,5,1,1,3,mid
30646,0,2,0,3,mid
30647,2,4,0,3,mid
30648,4,0,0,0,high
30649,5,2,1,3,mid
30650,0,0,0,3,high
30651,4,2,0,1,mid
30652,1,0,0,2,high
30653,4,4,1,0,mid
30654,1,0,1,2,high
30655,5,1,1,1,low
30656,0,2,0,2,mid
30657,3,4,1,0,mid
30658,4,0,0,2,high
30659,2,1,1,0,low
30660,3,0,1,3,high
30661,4,1,1,1,mid
30662,1,2,0,0,mid
30663,4,1,0,3,low
30664,2,0,1,3,high
30665,2,1,0,3,low
30666,3,0,1,1,high
30667,4,4,1,3,mid
30668,2,3,0,1,mid
30669,2,0,0,1,high
30670,2,1,1,0,mid
30671,5,0,1,3,high
30672,3,0,0,0,high
30673,2,1,0,2,low
30674,3,4,0,1,mid
30675,5,1,1,2,low
30676,5,2,1,3,mid
30677,5,3,0,2,mid
30678,2,2,0,2,mid
30679,3,3,0,0,mid
30680,5,4,0,2,mid
30681,1,0,0,2,high
30682,3,4,1,0,mid
30683,1,3,1,3,mid
30684,2,1,1,1,mid
30685,4,2,0,0,mid
30686,5,1,1,3,mid
30687,0,3,0,3,mid
30688,3,2,0,2,mid
30689,4,3,0,1,mid
30690,2,4,1,2,mid
30691,0,3,1,0,mid
30692,2,0,1,0,high
30693,4,4,1,3,mid
30694,4,4,0,0,mid
30695,0,2,0,1,mid
30696,2,0,0,2,high
30697,5,2,1,3,high
30698,0,3,0,3,mid
30699,0,3,0,1,mid
30700,4,4,0,1,mid
30701,1,1,0,1,low
30702,3,0,1,3,high
30703,2,2,0,3,mid
30704,3,4,1,0,mid
30705,3,1,1,2,low
30706,5,0,1,3,high
30707,4,0,1,0,high
30708,5,1,0,3,mid
30709,1,1,1,0,low
30710,4,2,0,2,mid
30711,4,3,1,0,mid
30712,5,1,0,0,mid
30713,5,2,0,2,mid
30714,4,4,1,2,mid
30715,5,4,0,2,mid
30716,0,1,0,1,low
30717,5,1,0,1,low
30718,3,2,0,2,mid
30719,0,1,0,3,low
30720,4,2,0,0,mid
30721,3,4,1,0,mid
30722,4,3,1,1,mid
30723,4,1,1,2,mid
30724,0,3,0,2,mid
30725,2,2,0,3,mid
30726,3,4,0,3,mid
30727,3,2,0,0,mid
30728,2,0,1,3,high
30729,3,4,0,0,mid
30730,5,3,0,1,mid
30731,4,2,1,2,mid
30732,4,1,0,3,low
30733,1,4,1,3,mid
30734,1,3,0,0,mid
30735,1,1,1,2,low
30736,3,3,1,2,mid
30737,4,1,1,2,low
30738,0,4,1,3,mid
30739,3,4,1,0,mid
30740,3,0,0,2,high
30741,0,2,0,3,mid
30742,4,4,0,2,mid
30743,1,1,1,2,mid
30744,4,1,0,1,mid
30745,0,1,0,1,mid
30746,3,3,1,2,mid
30747,0,4,0,2,mid
30748,0,0,0,0,high
30749,4,2,1,0,mid
30750,3,2,1,1,mid
30751,3,0,0,1,high
30752,3,1,0,3,mid
30753,4,4,0,2,mid
30754,0,4,0,2,mid
30755,3,3,0,3,mid
30756,1,3,0,2,mid
30757,5,4,0,2,mid
30758,3,2,1,2,mid
30759,4,4,1,0,mid
30760,0,4,0,0,mid
30761,0,3,0,1,mid
30762,3,2,0,0,mid
30763,0,4,0,1,mid
30764,2,2,1,0,mid
30765,2,1,1,0,mid
30766,2,4,0,2,mid
30767,2,4,1,3,mid
30768,2,2,0,2,mid
30769,3,0,1,0,high
30770,0,3,0,1,mid
30771,4,2,0,1,mid
30772,1,2,1,0,mid
30773,2,4,1,1,mid
30774,2,2,0,1,mid
30775,3,2,1,1,mid
30776,4,4,0,0,mid
30777,3,4,0,0,mid
30778,2,0,1,3,high
30779,2,1,0,2,low
30780,3,4,1,1,mid
30781,1,0,0,3,high
30782,4,1,0,1,low
30783,4,3,1,2,mid
30784,5,4,0,3,mid
30785,2,3,1,2,mid
30786,2,3,1,1,mid
30787,4,1,0,2,low
30788,0,4,0,1,mid
30789,4,2,1,1,mid
30790,0,3,0,2,mid
30791,3,1,1,3,mid
30792,2,4,1,2,mid
30793,4,2,0,1,mid
30794,1,1,1,1,mid
30795,2,4,1,3,mid
30796,0,4,1,1,mid
30797,4,2,1,1,mid
30798,1,3,1,1,mid
30799,3,4,0,3,mid
30800,4,3,0,0,mid
30801,3,2,0,0,mid
30802,3,3,1,2,mid
30803,4,3,0,0,mid
30804,1,0,0,1,high
30805,1,4,0,0,mid
30806,4,4,0,3,mid
30807,5,1,1,3,low
30808,5,3,0,2,mid
30809,0,1,1,2,low
30810,3,0,0,2,high
30811,1,3,1,2,mid
30812,2,4,0,1,mid
30813,5,4,0,2,mid
30814,0,3,1,0,mid
30815,3,1,1,2,mid
30816,3,0,1,2,high
30817,1,3,0,1,mid
30818,5,4,0,2,mid
30819,0,0,0,1,high
30820,2,1,0,2,low
30821,2,0,0,0,high
30822,3,0,0,1,high
30823,4,2,0,1,mid
30824,3,4,0,0,mid
30825,0,0,1,2,high
30826,5,1,1,3,low
30827,0,0,0,0,high
30828,2,1,1,1,mid
30829,1,4,1,3,mid
30830,5,4,0,0,mid
30831,0,4,1,0,mid
30832,4,1,0,3,mid
30833,2,2,1,2,mid
30834,3,2,1,2,mid
30835,4,1,0,0,low
30836,5,0,0,1,high
30837,5,0,0,3,high
30838,1,2,1,2,mid
30839,0,0,1,2,high
30840,5,2,1,3,mid
30841,1,0,1,3,high
30842,0,4,0,3,mid
30843,3,2,0,2,mid
30844,2,0,1,1,high
30845,4,4,0,3,mid
30846,4,4,0,1,mid
30847,4,3,1,3,mid
30848,1,1,0,0,low
30849,5,4,0,0,mid
30850,0,0,1,1,high
30851,5,3,1,0,mid
30852,4,2,0,3,mid
30853,4,1,0,1,low
30854,0,4,1,3,mid
30855,4,3,1,3,mid
30856,2,1,0,0,mid
30857,5,4,0,1,mid
30858,0,4,1,3,mid
30859,1,2,0,1,mid
30860,1,3,1,3,mid
30861,5,4,0,1,mid
30862,1,4,0,3,mid
30863,5,0,1,1,high
30864,0,1,1,0,low
30865,1,2,0,1,mid
30866,2,4,1,1,mid
30867,0,1,1,3,mid
30868,1,0,0,1,high
30869,4,2,0,2,mid
30870,2,1,0,2,low
30871,1,1,1,1,mid
30872,1,2,0,1,mid
30873,5,3,1,1,mid
30874,0,1,0,0,low
30875,5,2,1,0,mid
30876,3,3,0,1,mid
30877,0,3,0,3,mid
30878,5,2,0,2,mid
30879,3,2,1,2,mid
30880,5,1,1,2,mid
30881,4,1,0,0,low
30882,4,4,0,2,mid
30883,3,3,0,1,mid
30884,4,2,1,1,mid
30885,1,0,1,1,high
30886,0,3,0,3,mid
30887,2,1,0,3,low
30888,0,3,1,2,mid
30889,1,2,1,1,mid
30890,2,1,1,2,mid
30891,5,4,0,0,mid
30892,3,2,1,1,mid
30893,2,1,1,1,low
30894,5,2,0,1,mid
30895,1,0,1,1,high
30896,0,2,1,2,mid
30897,1,4,1,1,mid
30898,2,2,0,0,mid
30899,5,3,1,1,mid
30900,3,1,0,2,low
30901,3,0,0,2,high
30902,1,2,1,0,mid
30903,0,3,1,1,mid
30904,2,1,1,2,low
30905,4,1,0,0,low
30906,0,4,0,1,mid
30907,0,1,1,1,mid
30908,5,0,0,1,high
30909,3,0,1,3,high
30910,2,4,0,3,mid
30911,1,1,0,0,low
30912,4,3,1,0,mid
30913,5,4,0,2,mid
30914,3,4,1,1,mid
30915,1,4,1,0,mid
30916,4,1,0,1,mid
30917,5,0,0,3,high
30918,3,0,0,2,high
30919,4,1,0,3,low
30920,0,2,0,3,mid
30921,0,3,0,3,mid
30922,3,2,1,0,mid
30923,1,0,1,3,high
30924,5,3,1,3,mid
30925,1,3,0,2,mid
30926,3,0,1,0,high
30927,1,4,0,1,mid
30928,4,2,0,0,mid
30929,5,2,0,2,mid
30930,1,1,0,2,low
30931,5,0,0,2,high
30932,0,2,1,2,mid
30933,3,1,1,3,mid
30934,3,2,1,0,mid
30935,4,1,1,1,low
30936,1,1,0,0,mid
30937,2,0,0,1,high
30938,2,0,1,2,high
30939,1,4,0,3,mid
30940,3,3,1,1,mid
30941,5,1,0,3,low
30942,4,2,0,3,mid
30943,2,0,1,0,high
30944,1,2,0,0,mid
30945,1,0,0,3,high
30946,2,3,1,1,mid
30947,3,4,0,3,mid
30948,0,3,0,3,mid
30949,1,0,1,0,high
30950,3,1,1,2,mid
30951,2,3,0,1,mid
30952,1,1,1,2,low
30953,2,0,0,2,high
30954,1,1,1,1,low
30955,3,1,1,3,low
30956,3,3,1,1,mid
30957,2,2,0,2,mid
30958,1,3,1,3,mid
30959,5,2,1,2,mid
30960,2,3,0,2,mid
30961,2,0,1,3,high
30962,0,4,0,0,mid
30963,2,2,1,0,mid
30964,1,1,1,0,low
30965,3,0,1,3,high
30966,4,2,1,3,mid
30967,5,1,0,3,low
30968,4,4,0,3,mid
30969,2,3,1,0,mid
30970,1,2,1,0,mid
30971,1,4,1,1,mid
30972,5,3,1,2,mid
30973,1,3,0,2,mid
30974,5,1,1,3,mid
30975,2,3,0,1,mid
30976,4,3,0,2,mid
30977,1,4,0,1,mid
30978,0,2,1,2,mid
30979,3,3,1,1,mid
30980,2,0,1,1,high
30981,5,2,1,2,mid
30982,3,1,1,1,mid
30983,3,3,1,2,mid
30984,5,2,0,3,mid
30985,5,0,1,2,high
30986,2,2,0,2,mid
30987,2,0,1,2,high
30988,1,4,1,1,mid
30989,0,4,0,2,mid
30990,1,0,0,2,high
30991,3,1,0,0,mid
30992,5,3,0,2,mid
30993,1,2,0,0,mid
30994,5,2,1,0,mid
30995,3,2,0,2,mid
30996,3,0,1,3,high
30997,5,0,1,2,high
30998,5,4,0,2,mid
30999,1,0,1,3,high
31000,0,4,0,0,mid
31001,1,3,0,2,mid
31002,2,2,1,2,mid
31003,4,3,0,1,mid
31004,1,1,1,3,mid
31005,1,4,0,1,mid
31006,0,4,1,0,mid
31007,2,0,1,2,high
31008,4,3,0,0,mid
31009,4,2,0,2,mid
31010,2,0,1,3,high
31011,0,3,0,1,mid
31012,2,0,1,0,high
31013,3,4,1,2,mid
31014,3,1,1,0,mid
31015,3,0,1,2,high
31016,1,1,0,0,low
31017,2,1,1,2,low
31018,3,2,0,1,mid
31019,5,3,1,0,mid
31020,1,1,0,1,low
31021,2,4,1,1,mid
31022,4,2,0,1,mid
